gamename,pop,ip,agent,qtd,cluster,client_id
aus-hol,spomp,177.189.240.181,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,2989
uru-cri,spomp,177.83.52.150,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,2990
bra-mex,spomp,201.0.54.151,9b4510ded13c04094d3576666ccd0c8f1d173d54,1,4,2991
spa-hol,riomp,177.142.150.2,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,2992
col-mar,spomp,201.52.233.184,1d3533473747867f5ae2e667e469e9838feaeff0,3,6,2993
mar-jap,riomp,201.79.226.149,894af19d7638770229799ae0b5cb49e0cc462309,1,5,2994
ita-cri,spomp,179.208.103.6,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,2995
usa-por,spomp,177.140.58.250,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,2996
cam-cro,riomp,189.55.9.193,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,2997
mex-cam,riomp,201.78.85.81,4991a63a755c0a1f2acd6ac162d06058945efe42,1,4,2998
bel-alg,spomp,189.33.159.233,894af19d7638770229799ae0b5cb49e0cc462309,1,1,2999
ira-nig,spomp,186.210.202.50,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,3000
usa-ger_por-gha,spomp,189.125.162.101,c1950a2f2b250e6ce2e5da53c9d3059ace20b80c,1,2,3001
fra-hon,riomp,179.156.58.171,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,3002
spa-chi,spomp,187.2.32.147,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,3,3,3003
aus-hol,spomp,187.55.132.2,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,3004
jap-gre,riomp,179.179.211.67,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,3005
hol-arg,spomp,179.115.195.142,47c4619cb6249257996c817425f5bfeb01a1fb65,1,2,3006
ira-nig,riomp,177.17.46.127,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,3007
sui-fra,spomp,186.194.12.5,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,7,3008
arg-ira,spomp,200.240.246.150,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3009
usa-por,spomp,201.62.54.190,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3010
bra-mex,riomp,189.105.185.43,dfebf6bfef1dcb660e8cd2045fbbd967cfbe60b9,1,4,3011
bel-rus,riomp,177.43.141.236,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3012
mex-cam,spomp,177.99.111.19,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,7,3013
aus-hol,spomp,201.34.223.184,894af19d7638770229799ae0b5cb49e0cc462309,3,6,3014
bra-ale,spomp,189.102.35.38,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,3015
ita-cri,riomp,187.58.113.14,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,3016
spa-chi,spomp,143.106.199.148,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,3017
ale-arg,spomp,191.197.204.213,726cc80fc4971c86570a638e7882a8a41fd953de,1,2,3018
bra-hol,riomp,152.235.169.6,936db33640580efe342ca0497135f783f6e4f2aa,2,2,3019
arg-sui,spomp,191.192.107.173,e53ee76453d29deae39beda6490b9d0ca751943c,6,2,3020
ger-por,riomp,177.66.76.34,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,4,3021
hon-sui_equ-fra,riomp,191.247.228.156,3774b6f3d2ff6d3cd65a924170ddb51cb0624d1d,1,2,3022
bel-usa,spomp,177.158.113.226,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,3023
spa-hol,spomp,177.33.163.251,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,8,3,3024
ale-arg,spomp,179.227.208.105,c1950a2f2b250e6ce2e5da53c9d3059ace20b80c,2,2,3025
ger-por,riomp,186.213.96.11,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,3026
mex-cam,spomp,189.73.65.173,4289783e2c482cbf532e1b066f9f2ec1a4920c25,7,3,3027
aus-spa_hol-chi,riomp,177.19.62.21,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,3028
bel-alg,riomp,187.62.207.2,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,3029
ita-cri,riomp,189.107.87.106,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,3030
jap-gre,riomp,189.101.16.217,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,4,3031
cam-bra_cro-mex,spomp,177.101.128.189,55efde50856b21f45aa4ea38a7358e8752aa9980,1,7,3032
mar-jap,spomp,189.51.97.4,6a8115ea55d085662d1c2bea4c3a511a6e152d73,1,7,3033
aus-spa_hol-chi,spomp,186.236.170.32,72801ed0f3bca518aed1d82bba6a0712363942bf,2,6,3034
mex-cam,riomp,187.64.93.84,2681b76161b3004d21e3324df9c04ad0cecb51f3,1,4,3035
arg-ira,spomp,186.250.223.10,e2e64ee84c4d54ab2ce3b3db4ff8f82ba9b59106,1,4,3036
fra-hon,spomp,187.57.201.63,894af19d7638770229799ae0b5cb49e0cc462309,1,5,3037
sui-fra,riomp,179.180.215.52,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,1,1,3038
col-mar,spomp,200.169.130.4,e3bd758136cfa47f7bfc7d9bad5b931d8be0aa5e,1,7,3039
hol-cri,riomp,179.107.164.169,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,4,3040
mex-cam,spomp,189.100.52.13,8dcf1a05006c34b97faa436acde455eaf8d6de29,1,7,3041
eng-ita,spomp,177.206.78.131,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,3042
aus-hol,riomp,177.17.240.71,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,3043
cam-cro,riomp,189.71.227.73,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3044
aus-hol,spomp,200.171.118.110,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,4,3045
spa-hol,riomp,177.18.31.104,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,6,3046
ger-por,riomp,186.244.191.80,894af19d7638770229799ae0b5cb49e0cc462309,2,3,3047
spa-chi,spomp,201.77.117.169,894af19d7638770229799ae0b5cb49e0cc462309,1,5,3048
hol-cri,riomp,179.200.120.109,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,3049
ger-por,spomp,187.73.195.73,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,3050
sui-fra,riomp,177.133.93.222,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,3051
uru-ing,spomp,187.34.40.124,4ef7f953d576e3400cf007b2691f589497e86cac,1,7,3052
aus-hol,riomp,187.104.27.29,39af37d86a703ef1ca43a29654a6a561b2eaccc1,1,1,3053
spa-chi,spomp,187.11.194.223,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,5,3054
arg-sui,spomp,187.114.112.200,c0236d31153b6421284a662ed5ad11fb2d50db0f,3,2,3055
hol-arg,riomp,191.24.249.242,4d6053828af79170a23610efc1ca08a459c4b768,2,2,3056
bra-hol,riomp,200.183.96.242,17cee203067ddd21b383cbad0d770a52e5221e17,1,4,3057
spa-hol,spomp,187.107.141.173,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,3058
aus-hol,spomp,177.220.48.50,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,5,2,3059
aus-spa_hol-chi,spomp,189.26.96.7,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,3060
sko-alg,riomp,200.195.109.217,219460d9be7caff720d11a53a01f58926d706c0c,1,4,3061
spa-chi,spomp,177.43.204.2,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,3062
mex-cam,spomp,177.148.177.80,a14c294e78da47b05b0f83156e6f72af0c4e26c1,6,2,3063
aus-hol,spomp,191.255.244.78,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,3064
hol-arg,spomp,189.79.0.42,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,3065
spa-chi,spomp,201.35.45.111,894af19d7638770229799ae0b5cb49e0cc462309,3,3,3066
bra-cro,spomp,177.96.54.41,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,4,6,3067
ger-por,riomp,187.39.125.27,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,2,3,3068
eng-ita,riomp,177.17.51.34,8423bbf8406368d9044cf566ff3c8caa7fe5e3b0,1,7,3069
ger-gha,spomp,177.103.152.64,e07cc98c525e696789fa2fe27b125bb2d25b2491,2,6,3070
ger-por,spomp,189.102.32.231,fb3fec035000ec57d9d34fa07d3cc2b1414bef2c,1,5,3071
col-mar,riomp,191.191.102.86,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,3072
bra-mex,spomp,177.204.12.119,38603bb00d1ec09f77f331dc60e73ffc723ef276,2,6,3073
jap-gre,riomp,179.233.169.238,0b2f5044160edbe985e59616f3a20d7c54cba7a0,2,2,3074
spa-chi,riomp,201.77.76.150,f9df8effe7623190c79258d1ab41c820f143eb0d,1,7,3075
aus-hol,riomp,201.78.141.216,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,4,3076
rus-sko,spomp,191.255.98.209,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,7,3077
mar-jap,spomp,177.5.198.167,38603bb00d1ec09f77f331dc60e73ffc723ef276,2,6,3078
sko-alg,riomp,179.183.110.67,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3079
bel-alg,spomp,186.204.78.164,d908dfafbf0541f38a44ac4c094507ce5c0bf4a6,2,3,3080
aus-spa_hol-chi,spomp,189.27.90.23,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3081
sui-fra,spomp,177.73.9.195,f9df8effe7623190c79258d1ab41c820f143eb0d,1,4,3082
mex-cam,riomp,189.35.152.109,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,3,3,3083
ger-gha,riomp,187.123.153.217,894af19d7638770229799ae0b5cb49e0cc462309,1,1,3084
spa-hol,spomp,201.88.211.197,ad6bd9e9c57060287f23e6a35ccaa616499b769d,1,7,3085
fra-ale,spomp,191.196.200.35,09eddba4d3c6edb19fb93854255cb64fba47394a,1,2,3086
ger-por,spomp,200.150.65.171,554dda909908ee959e3adfcba4e2aa3e7406e0e5,2,3,3087
spa-chi,spomp,201.22.212.71,894af19d7638770229799ae0b5cb49e0cc462309,2,3,3088
ita-cri,spomp,93.56.116.80,13d17c67c9292ba1c67491e9666481c78e37df06,1,4,3089
aus-hol,spomp,187.53.176.236,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,2,3,3090
sui-fra,riomp,187.111.41.9,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,3091
uru-ing,riomp,187.66.195.252,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,3092
arg-bos,riomp,177.75.79.130,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3093
aus-spa_hol-chi,spomp,189.73.220.10,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3094
mex-cam,riomp,187.78.168.194,894af19d7638770229799ae0b5cb49e0cc462309,3,6,3095
bra-mex,spomp,177.106.224.146,e8d8fd74209cf056a34f1a1986f87bc12cde919a,1,7,3096
sui-fra,spomp,187.11.122.49,894af19d7638770229799ae0b5cb49e0cc462309,1,1,3097
ira-nig,riomp,201.80.205.159,d22811fa219408fd8598bf5f2374b81356f9d436,1,1,3098
bel-alg,spomp,200.169.202.66,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3099
usa-por,riomp,191.176.51.142,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3100
ita-cri,riomp,177.158.237.151,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,3101
aus-hol,riomp,177.143.160.149,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,1,3102
cam-cro,riomp,187.13.19.198,4333488ba798b74ec37051100efa275682d92d1c,1,2,3103
uru-cri,spomp,189.46.21.228,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,1,3104
bel-alg,riomp,177.83.25.175,2681b76161b3004d21e3324df9c04ad0cecb51f3,3,6,3105
aus-spa_hol-chi,riomp,187.24.167.31,47c4619cb6249257996c817425f5bfeb01a1fb65,2,2,3106
aus-hol,spomp,177.16.50.50,8a56767dccf0081b1ef611bca52a59e371f28c8e,2,2,3107
spa-chi,riomp,177.43.141.45,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,3108
cam-bra_cro-mex,spomp,189.84.192.206,f71ce5612775f74c3b446bccf5ed7faf144b51ab,1,7,3109
spa-chi,spomp,177.132.230.118,894af19d7638770229799ae0b5cb49e0cc462309,1,5,3110
cam-bra_cro-mex,riomp,177.223.184.179,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3111
spa-chi,riomp,187.107.122.93,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,3112
ita-cri,riomp,177.206.247.74,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3113
aus-spa_hol-chi,spomp,179.104.161.86,2307265f90098b359841da55a913ea329447e5fb,1,4,3114
arg-sui,spomp,191.57.233.81,37bdd4012d6928efb02528d6cb46db9af5f244f0,2,2,3115
spa-chi,spomp,179.110.150.16,219460d9be7caff720d11a53a01f58926d706c0c,3,3,3116
spa-chi,spomp,187.92.203.78,4991a63a755c0a1f2acd6ac162d06058945efe42,1,5,3117
spa-chi,riomp,177.67.199.22,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,3118
ger-gha,riomp,201.29.147.141,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,3119
spa-hol,riomp,177.207.236.162,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,1,1,3120
aus-spa_hol-chi,spomp,179.182.227.53,b2990bfa9e15fd2cc5b915281845342748fdabae,3,6,3121
ira-nig,spomp,187.55.72.133,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3122
gha-usa,spomp,187.109.34.162,ef3cf2a635de0bfd90df86a83e547a1fb71e3479,2,3,3123
bel-rus,riomp,201.9.177.106,894af19d7638770229799ae0b5cb49e0cc462309,3,6,3124
bra-cro,spomp,201.88.211.197,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,3125
cri-gre,riomp,191.61.156.64,37bdd4012d6928efb02528d6cb46db9af5f244f0,1,2,3126
spa-hol,riomp,179.176.200.181,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3127
mex-cam,riomp,200.137.223.114,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,3128
aus-spa_hol-chi,spomp,191.250.98.82,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,1,3129
uru-ing,spomp,177.119.176.177,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,3130
cam-bra_cro-mex,spomp,177.32.119.197,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3131
spa-chi,spomp,191.59.17.227,900fcc6451591dc1a944699589aac9ca78c69f00,1,2,3132
spa-chi,riomp,189.6.105.165,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,3133
mex-cam,riomp,177.159.168.123,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3134
cam-bra_cro-mex,spomp,187.87.249.193,894af19d7638770229799ae0b5cb49e0cc462309,4,3,3135
sui-fra,riomp,187.66.32.114,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3136
arg-sui,riomp,200.20.120.27,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,3,2,3137
ger-por,spomp,177.2.101.32,b2990bfa9e15fd2cc5b915281845342748fdabae,1,5,3138
bel-alg,spomp,187.7.49.76,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,3139
spa-hol,riomp,201.29.106.205,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,6,3140
ger-gha,spomp,189.100.30.182,4197759e56f7c29d15ba2749b793a51cee9a11e6,1,2,3141
mar-jap,spomp,187.57.242.207,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,3142
gha-usa,riomp,201.50.207.205,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3143
sui-fra,spomp,179.216.229.111,894af19d7638770229799ae0b5cb49e0cc462309,1,1,3144
spa-chi,riomp,201.82.18.37,bea6daff1f8b840b424cbd54635b553979db80e0,2,3,3145
ira-nig,riomp,179.223.162.98,ab9591d1bbbd6a90cafd4720c1838e9d181a40ba,2,3,3146
fra-nig,riomp,179.155.180.110,6c619bc011b332155f8efb3794ecfadb3f274613,2,2,3147
ita-cri,spomp,177.32.105.103,7b10b5771034cd7d2f383ceaf36dd0663c70deaa,3,3,3148
spa-chi,spomp,187.35.97.187,894af19d7638770229799ae0b5cb49e0cc462309,1,5,3149
spa-hol,spomp,179.181.106.172,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3150
spa-hol,spomp,187.20.166.93,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,3151
jap-gre,riomp,177.130.147.174,d3587de89b72e2353885c5587e36c6d04fa6822c,1,7,3152
gha-usa,spomp,179.253.190.122,894af19d7638770229799ae0b5cb49e0cc462309,2,3,3153
spa-chi,riomp,187.112.18.36,42c0f3ec36c50316595b48f030ecd30631f7da5f,4,3,3154
uru-cri,spomp,201.83.4.140,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,6,3155
sui-fra,spomp,187.94.99.146,219460d9be7caff720d11a53a01f58926d706c0c,2,6,3156
hol-cri,spomp,179.119.69.121,5384a8df7b1724880dcd2196684de136282c1954,2,2,3157
cam-bra_cro-mex,riomp,187.14.2.221,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3158
bra-cro,riomp,177.83.206.173,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,3159
spa-chi,riomp,189.81.234.159,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3160
ger-por,riomp,177.193.112.216,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,2,3,3161
jap-gre,spomp,201.6.154.120,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,3162
spa-chi,spomp,179.104.233.224,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,5,2,3163
aus-hol,spomp,201.52.58.28,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,3164
cam-bra_cro-mex,spomp,177.29.112.49,eacbe6c31fecccb387dffde28ac0dff3d981981c,3,2,3165
ger-por,riomp,179.213.179.242,894af19d7638770229799ae0b5cb49e0cc462309,3,3,3166
ger-por,riomp,177.41.130.219,e046d95622c2fc08d36ed25026a654cc98b16ac7,1,5,3167
uru-ing,riomp,201.78.168.13,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,3168
spa-chi,riomp,179.191.88.90,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,3169
hol-mex,riomp,179.182.169.103,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,2,2,3170
ale-arg,riomp,191.182.106.248,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,3171
arg-sui,spomp,201.55.50.234,f672fcc974f62f9cb26c18f249ead1674226272e,1,2,3172
sko-alg,riomp,201.31.109.102,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3173
ger-por,riomp,177.64.196.83,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,1,7,3174
cam-cro,riomp,200.133.9.6,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,2,3,3175
aus-hol,riomp,179.218.2.240,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,4,3176
rus-sko,riomp,179.154.7.214,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3177
bra-cro,spomp,189.78.169.127,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,3178
cam-bra_cro-mex,riomp,186.244.109.28,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3179
ger-por,spomp,177.141.59.35,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,5,3180
col-uru,riomp,186.207.65.20,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,3181
spa-chi,spomp,177.159.131.26,894af19d7638770229799ae0b5cb49e0cc462309,1,5,3182
ita-cri,spomp,200.195.152.163,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,3183
arg-ira,spomp,189.8.196.150,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3184
spa-chi,riomp,177.193.204.119,a4280f56451f403bd30ed2f63210f9fc70b2b72a,1,2,3185
uru-ing,riomp,179.158.97.143,6a8115ea55d085662d1c2bea4c3a511a6e152d73,1,1,3186
fra-hon,spomp,177.1.185.42,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3187
bel-alg,riomp,201.29.148.35,9aaf7078aecc22efc779cbaa688fa0b2f6c8542f,1,1,3188
col-mar,spomp,201.35.214.153,894af19d7638770229799ae0b5cb49e0cc462309,1,7,3189
nig-arg_bos-ira,spomp,177.69.178.125,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,3190
sui-fra,spomp,187.95.117.249,219460d9be7caff720d11a53a01f58926d706c0c,1,1,3191
arg-ira,spomp,187.7.241.152,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,3192
ger-por,spomp,179.133.190.109,34f90fa7d6a77267e4723a932217e6cc4a52b074,2,2,3193
fra-hon,spomp,189.19.147.51,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,4,3194
eng-ita,spomp,177.42.36.13,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,3,6,3195
aus-hol,spomp,201.81.114.178,894af19d7638770229799ae0b5cb49e0cc462309,3,3,3196
sui-fra,spomp,186.220.255.231,5651ad553d6f7bd6860437e7333ec46fc3381416,3,6,3197
mex-cam,spomp,177.103.175.132,fcd0be4a6029b4751178c9e09eb82b9c2d4346ff,1,1,3198
bel-usa,spomp,179.181.111.163,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3199
bel-alg,spomp,201.68.120.149,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,3200
eng-ita,spomp,189.58.195.156,894af19d7638770229799ae0b5cb49e0cc462309,1,1,3201
sui-fra,riomp,177.97.58.37,aa87592de48db2e60a492d3089d976823cfcd49c,1,2,3202
ita-cri,riomp,191.190.55.75,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,3203
spa-hol,spomp,187.75.148.126,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,3204
mex-cam,spomp,177.87.231.186,e8d8fd74209cf056a34f1a1986f87bc12cde919a,3,3,3205
hon-equ,spomp,177.69.15.89,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,2,6,3206
usa-por,riomp,179.214.23.99,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,1,3207
aus-spa_hol-chi,spomp,200.204.245.10,894af19d7638770229799ae0b5cb49e0cc462309,5,3,3208
spa-chi,spomp,177.106.197.65,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3209
aus-spa_hol-chi,riomp,177.43.188.218,d3587de89b72e2353885c5587e36c6d04fa6822c,1,4,3210
usa-por,spomp,189.46.24.52,ea89778ba803d338d95dc6acc4081fd271677b64,6,2,3211
ita-cri,riomp,189.80.217.114,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3212
ita-cri,riomp,186.235.155.18,4991a63a755c0a1f2acd6ac162d06058945efe42,1,7,3213
ger-por,spomp,201.25.191.28,a9660bb0ff694424cb86b10498a28bebfb050c73,1,5,3214
spa-hol,riomp,179.192.245.90,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,7,3215
ale-arg,spomp,177.147.31.64,4333488ba798b74ec37051100efa275682d92d1c,1,2,3216
spa-hol,spomp,189.26.66.164,259d48b6a28c881e9d0bb75976c0b0517fb2a41a,4,3,3217
uru-ing,riomp,152.232.237.31,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,3218
spa-hol,spomp,187.83.121.191,8a614a180dee2ffcf00b214c4f11df80de6070f9,1,2,3219
ira-nig,spomp,177.206.112.51,dc1416a73511e7ffbbe84ccaa4f4bff33573c9a5,1,1,3220
bel-alg,spomp,177.43.78.47,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,4,3221
sui-fra,spomp,179.186.12.127,6e1c38356769095ad76267f9edb43ddae2af1491,3,6,3222
ger-por,riomp,177.135.59.67,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,3223
spa-hol,riomp,189.122.218.163,d908dfafbf0541f38a44ac4c094507ce5c0bf4a6,1,4,3224
hon-equ,spomp,189.90.117.145,e2e64ee84c4d54ab2ce3b3db4ff8f82ba9b59106,1,1,3225
sui-fra,spomp,189.20.110.20,1d7a5db3bfe0d67db519f4adb67fbd0a6fbae451,1,1,3226
ger-por,riomp,179.196.178.244,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,3227
eng-ita,spomp,187.54.22.139,894af19d7638770229799ae0b5cb49e0cc462309,1,4,3228
cam-cro,riomp,177.206.253.239,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,4,3229
aus-hol,riomp,186.195.84.99,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,3230
ira-nig,riomp,200.216.21.86,219460d9be7caff720d11a53a01f58926d706c0c,1,4,3231
ita-cri,riomp,177.177.203.164,62f77b540507ced892da93eb5cef6269a7d7e7a9,1,4,3232
aus-hol,riomp,187.78.12.92,55efde50856b21f45aa4ea38a7358e8752aa9980,2,3,3233
ger-por,riomp,177.98.5.173,894af19d7638770229799ae0b5cb49e0cc462309,2,3,3234
ira-nig,spomp,186.225.103.18,219460d9be7caff720d11a53a01f58926d706c0c,1,4,3235
bra-cro,spomp,179.180.136.238,38603bb00d1ec09f77f331dc60e73ffc723ef276,2,3,3236
spa-hol,spomp,187.7.226.12,3598a33c0d9812b9a6a09efb124bb36d60116ac5,5,3,3237
rus-sko,spomp,200.193.25.248,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,3238
bra-col,spomp,201.71.40.235,72e119ab509aedb17a35d93e33c76a1d29abefbe,1,2,3239
bra-cro,riomp,179.223.26.29,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,3240
mex-cam,riomp,189.109.40.194,edd71802b12c7171623f7c88c0093d8887e42f21,2,2,3241
spa-hol,riomp,189.36.180.26,894af19d7638770229799ae0b5cb49e0cc462309,2,3,3242
spa-hol,spomp,187.59.5.163,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,3243
aus-spa_hol-chi,spomp,187.38.38.17,87dabc3e324880d3e1d94a6450fb2615b7078b5f,2,3,3244
aus-spa_hol-chi,spomp,179.133.36.234,39af37d86a703ef1ca43a29654a6a561b2eaccc1,1,4,3245
aus-spa_hol-chi,spomp,179.209.146.39,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,3246
aus-hol,riomp,177.91.95.226,72e119ab509aedb17a35d93e33c76a1d29abefbe,1,2,3247
bra-mex,riomp,179.197.121.199,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,3248
cri-gre,riomp,191.247.231.139,c1950a2f2b250e6ce2e5da53c9d3059ace20b80c,1,2,3249
ira-nig,riomp,200.165.85.100,94e835d4c292777a61115d78b8592e2bca42373f,1,7,3250
spa-chi,riomp,177.97.220.42,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,3251
ita-cri,spomp,189.78.156.139,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,3252
ger-gha,riomp,200.149.16.198,894af19d7638770229799ae0b5cb49e0cc462309,2,6,3253
uru-ing,riomp,200.165.200.146,c20724d579b48ce48b0856157faaaa7871bf02f0,1,2,3254
